account_id,industry,region,country,use_case
0013c00001tNCBpAAO,Banks & lenders,N. America,United States,
0013c00001tykEqAAI,eCommerce-Travel & hospitality,APAC,Indonesia,
0013c00001tNCCdAAO,Banks & lenders-Other,N. America,United States,
0013n00001udtg0AAA,Other,N. America,United States,
0013c00001tNCCyAAO,Banks & lenders-Other,N. America,United States,
0013c00001tNCDeAAO,Banks & lenders,N. America,United States,
0013c00001tNCDmAAO,Banks & lenders,N. America,United States,
0013c00001tykFVAAY,Consumer Marketplaces,APAC,Singapore,
0013c00001tNCECAA4,Banks & lenders,N. America,United States,
0013c00001tz7wbAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tykFxAAI,Consumer Marketplaces,APAC,China,
0013n00001vzXd5AAE,Banks & lenders-Other Fintech,N. America,United States,
0013c00001tz7yLAAQ,eCommerce-Physical goods,N. America,United States,
0013n00001w15gxAAA,,N. America,United States,
0013c00001tz7z8AAA,eCommerce-Physical goods,N. America,United States,
0013n00001w15jIAAQ,,N. America,United States,
0013c00001tz7zqAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tykQMAAY,Banks & lenders,APAC,Philippines,
0013c00001tz81aAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tykSKAAY,eCommerce-Physical goods,APAC,India,
0013c00001tz83AAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz83MAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz84WAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz864AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tymkpAAA,eCommerce-Physical goods,APAC,Japan,
0013c00001tz87UAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tymmBAAQ,eCommerce-Physical goods,APAC,China,
0013c00001tymmFAAQ,eCommerce-Physical goods,APAC,China,
0013c00001tz89LAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001umsoNAAQ,Banks & lenders-Other Fintech,APAC,China,
0013n00001t6FmNAAU,Other,APAC,Australia,
0013c00001tNCGfAAO,Banks & lenders-Other,N. America,United States,
001C000000rSNhBIAW,Other,N. America,United States,
0013n00001t6Fx2AAE,Banks & lenders-Other Fintech,APAC,Australia,
0013n00001t6GQRAA2,Other,APAC,India,
0013n00001t6wBJAAY,Payments,APAC,Singapore,
0013c00001tz8CfAAI,eCommerce-Physical goods,N. America,United States,
0013n00001t7Nk0AAE,Payments,APAC,Taiwan,
0013c00001tNCMdAAO,Banks & lenders,N. America,United States,
0013n00001tIqtqAAC,eCommerce-Physical goods,APAC,Hong Kong,
001C000000rSSGhIAO,Other,N. America,United States,
001C000000rSvqbIAC,Other,N. America,United States,
0013c00001tz8DpAAI,eCommerce-Physical goods,N. America,United States,
0013n00001ufD7IAAU,eCommerce-Physical goods,APAC,India,
001C000000rUAVDIA4,Banks & lenders-Online Lenders,N. America,United States,
001C000000s1q2XIAQ,Other,N. America,United States,
001C000000s2wLNIAY,Other,N. America,United States,
0013c00001u056kAAA,Banks & lenders,N. America,United States,
0013c00001u05SZAAY,Banks & lenders,N. America,Canada,
0013c00001u0JXnAAM,Other,N. America,United States,
0013c00001u0lPhAAI,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tNCPOAA4,eCommerce-Physical goods,N. America,United States,
0013c00001tNCT3AAO,eCommerce-Physical goods,N. America,United States,
0013c00001tNCTJAA4,eCommerce-Physical goods,N. America,Canada,
0013c00001tNCTSAA4,eCommerce-Physical goods,N. America,United States,
0013c00001ulsi7AAA,eCommerce-Physical goods,N. America,United States,
001C000000s2wOBIAY,Telephony Technology,N. America,United States,
0013n00001t5RBAAA2,Banks & lenders,N. America,United States,
0013c00001tNCVlAAO,eCommerce-Physical goods,N. America,United States,
0013c00001tNCZaAAO,eCommerce-Physical goods,N. America,United States,
0013c00001q7xVyAAI,eCommerce-Physical goods,EMEA,France,
0013c00001q7xW2AAI,eCommerce-Physical goods,EMEA,Switzerland,
0013c00001q7xWMAAY,eCommerce-Physical goods,EMEA,Germany,
001C000000s2wT8IAI,eCommerce-Physical goods,N. America,United States,
0013c00001tNCaNAAW,eCommerce-Physical goods,N. America,United States,
0013c00001s25NKAAY,Other,EMEA,United Kingdom,
0013c00001s2FZPAA2,Banks & lenders,EMEA,France,
0013c00001tNCg2AAG,eCommerce-Physical goods,N. America,United States,
0013n00001t6FhiAAE,eCommerce-Physical goods,N. America,United States,
0013n00001t6FhrAAE,eCommerce-Physical goods,N. America,United States,
0013c00001tNCguAAG,eCommerce-Physical goods,N. America,United States,
0013c00001tLjiJAAS,eCommerce-Physical goods,EMEA,Germany,
0013n00001t6FjnAAE,Other,N. America,United States,
0013c00001tNCn3AAG,Banks & lenders,N. America,Canada,
001C000000smqfgIAA,eCommerce-Physical goods,N. America,United States,
001C000000smqfpIAA,eCommerce-Physical goods,N. America,United States,
001C000000smqgPIAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tNCITAA4,Banks & lenders,N. America,United States,
001C000000rU9JUIA0,Other,N. America,United States,
0013c00001tNCNTAA4,Banks & lenders,N. America,United States,
001C000000s0Lk5IAE,Telephony Technology,N. America,United States,
0013n00001ufDSVAA2,eCommerce-Physical goods,APAC,India,
0013n00001v1pNcAAI,eCommerce-Physical goods,APAC,Australia,
0013c00001tNCOtAAO,Banks & lenders,N. America,United States,
0013c00001tNCP9AAO,Banks & lenders,N. America,United States,
001C000000s2wLtIAI,Other,N. America,United States,
0013c00001tNCTLAA4,eCommerce-Physical goods,N. America,United States,
001C000000s2wMNIAY,Telephony Technology,N. America,United States,
001C000000s2wMoIAI,Other,N. America,United States,
001C000001SmuXqIAJ,eCommerce-Travel & hospitality,APAC,Australia,
001C000001ZnS2oIAF,Banks & lenders,APAC,Singapore,
001C000001cLcrVIAS,eCommerce-Physical goods,APAC,China,
0013c00001pF6wsAAC,Banks & lenders-Other,EMEA,Latvia,
0013c00001pF6xGAAS,Payments,EMEA,United Kingdom,
0013c00001tNCTtAAO,eCommerce-Physical goods,N. America,United States,
0013c00001tNCU1AAO,eCommerce-Physical goods,N. America,United States,
0013c00001umzQ1AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tNCUdAAO,eCommerce-Physical goods,N. America,United States,
001C000000s2wRqIAI,Other,N. America,United States,
0013n00001t5RByAAM,Banks & lenders,N. America,United States,
0013c00001q8d7EAAQ,Other,EMEA,Germany,
001C000000s2wSsIAI,Insurance,N. America,United States,
001C000000s2wTIIAY,Other,N. America,United States,
0013n00001t5RCeAAM,Banks & lenders,N. America,United States,
0013n00001t5RD6AAM,Banks & lenders,N. America,United States,
001C000000s2wTxIAI,Other,N. America,United States,
001C000000s2wUIIAY,Other,N. America,United States,
0013c00001tNCaGAAW,eCommerce-Physical goods,N. America,United States,
0013c00001tNCgeAAG,eCommerce-Physical goods,N. America,United States,
0013c00001tNCgrAAG,eCommerce-Physical goods,N. America,United States,
0013c00001tNChgAAG,eCommerce-Physical goods,N. America,United States,
0013c00001rkCSxAAM,Other,EMEA,Germany,
001C000000smqcvIAA,eCommerce-Physical goods,N. America,United States,
001C000000smqdFIAQ,eCommerce-Physical goods,N. America,United States,
0013c00001s1ytkAAA,Other,EMEA,Netherlands,
001C000000smqdYIAQ,eCommerce-Physical goods,N. America,United States,
0013c00001s2IUNAA2,eCommerce-Physical goods,EMEA,Switzerland,
001C000000smqeHIAQ,eCommerce-Physical goods,N. America,United States,
0013n00001t6Ff4AAE,eCommerce-Physical goods,N. America,United States,
0013c00001tNChwAAG,eCommerce-Physical goods,N. America,United States,
001C000000smqeXIAQ,eCommerce-Physical goods,N. America,United States,
0013n00001t6FgUAAU,Banks & lenders-Other,N. America,United States,
001C000000smqejIAA,eCommerce-Physical goods,N. America,United States,
0013c00001tLjfkAAC,eCommerce-Physical goods,EMEA,France,
0013c00001tNCnvAAG,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tNFpaAAG,eCommerce-Physical goods,EMEA,United Kingdom,
0013n00001t6FnFAAU,Other,N. America,United States,
0013c00001tNXOwAAO,eCommerce-Physical goods,EMEA,Turkey,
001C000000snAS4IAM,Other,N. America,United States,
001C000000snASqIAM,Other,N. America,United States,
0013c00001ty3pgAAA,eCommerce-Physical goods,EMEA,Sweden,
001C000000snATPIA2,eCommerce-Physical goods,N. America,United States,
001C000000snAUGIA2,Other,N. America,United States,
0013c00001tNCodAAG,Banks & lenders-Other,N. America,United States,
0013c00001ty3rSAAQ,eCommerce-Physical goods,EMEA,Spain,
001C000000snAUrIAM,Other,N. America,United States,
0013c00001ty3s0AAA,eCommerce-Physical goods,EMEA,Spain,
0013c00001ty3sFAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
001C000000snAVLIA2,Telephony Technology,N. America,United States,
001C000000snAVPIA2,eCommerce-Physical goods,N. America,United States,
0013c00001ty3siAAA,eCommerce-Physical goods,EMEA,Germany,
0013c00001ty3snAAA,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3syAAA,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3tCAAQ,eCommerce-Physical goods,EMEA,Greece,
0013c00001ty3tHAAQ,eCommerce-Physical goods,EMEA,Italy,
0013c00001tND01AAG,Banks & lenders-Other,N. America,United States,
0013c00001ty3uLAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001tND0tAAG,Banks & lenders-Other,N. America,Canada,
0013c00001tND1BAAW,Banks & lenders,N. America,United States,
0013c00001ty3ueAAA,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001tND2JAAW,Banks & lenders,N. America,United States,
0013c00001tND7YAAW,Banks & lenders-Other,N. America,United States,
0013c00001ty3vvAAA,eCommerce-Physical goods,EMEA,Netherlands,
0013c00001ty3y7AAA,eCommerce-Physical goods,EMEA,Finland,
0013c00001ty42hAAA,eCommerce-Physical goods,EMEA,Netherlands,
0013c00001ty44AAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty44gAAA,eCommerce-Physical goods,EMEA,Germany,
0013c00001ty45lAAA,eCommerce-Physical goods,EMEA,Hungary,
001C000001Nl1emIAB,Banks & lenders-Other,N. America,United States,
001C000001NlC6bIAF,Banks & lenders-Other Fintech,N. America,United States,
001C000001OH8djIAD,eCommerce-Physical goods,N. America,United States,
001C000001OH8djIAD,eCommerce-Physical goods,N. America,United States,
001C000001OJpl8IAD,Other,N. America,United States,
001C000001OsXukIAF,Banks & lenders-Other,N. America,United States,
001C000001P1nwsIAB,Other,N. America,United States,
0013c00001ty46wAAA,eCommerce-Physical goods,EMEA,Italy,
001C000001kHY6kIAG,Other,N. America,United States,
001C000001kKdEIIA0,Other,N. America,United States,
001C000000snAWcIAM,eCommerce-Physical goods,N. America,United States,
001C000000snAX6IAM,eCommerce-Physical goods,N. America,United States,
001C000001kh2jdIAA,eCommerce-Physical goods,N. America,United States,
001C000001ki5OEIAY,eCommerce-Marketplaces,N. America,United States,
001C000001kjJO4IAM,Telephony Technology,N. America,United States,
0013c00001tND8PAAW,Banks & lenders-Other,N. America,United States,
0013c00001tNDE5AAO,Banks & lenders-Other,N. America,United States,
0013c00001tNDFPAA4,Banks & lenders,N. America,United States,
0013c00001tNDFbAAO,Banks & lenders-Other,N. America,United States,
0013c00001tNDJAAA4,Banks & lenders-Other,N. America,United States,
001C000001P2H0IIAV,Insurance,N. America,United States,
001C000001P436FIAR,eCommerce-Physical goods,N. America,United States,
001C000001PMG0NIAX,Banks & lenders-Online Lenders,N. America,United States,
001C000001PNttBIAT,eCommerce-Physical goods,N. America,United States,
001C000001PP8mjIAD,Banks & lenders-Online Lenders,N. America,United States,
001C000001PQsasIAD,Other,N. America,United States,
001C000001m0WnnIAE,eCommerce-Physical goods,N. America,United States,
001C000001m0WnnIAE,eCommerce-Physical goods,N. America,United States,
001C000001m0ri7IAA,Banks & lenders-Other,N. America,Canada,
001C000001mg6mTIAQ,Telephony Technology,N. America,United States,
001C000001nLuwyIAC,Other,N. America,United States,
001C000000tjLn9IAE,Other,N. America,Canada,
001C000000uhYsfIAE,Other,N. America,United States,
0013c00001tNDJZAA4,Banks & lenders-Other,N. America,United States,
0013c00001tNDJpAAO,Banks & lenders-Other,N. America,United States,
0013c00001tNDKpAAO,Banks & lenders-Other,N. America,United States,
0013c00001tNDQXAA4,Banks & lenders,N. America,United States,
0013c00001tNDRPAA4,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tNDRsAAO,Banks & lenders,N. America,United States,
0013c00001tNDVUAA4,Payments,N. America,United States,
0013c00001tNDVhAAO,Payments,N. America,United States,
0013c00001tNDVnAAO,Payments,N. America,United States,
0013c00001tNDW3AAO,Payments,N. America,United States,
0013c00001tNDWQAA4,Payments,N. America,United States,
001C000001PSPSBIA5,Other,N. America,United States,
001C000001PSPSlIAP,Banks & lenders-Online Lenders,N. America,United States,
001C000001PSamcIAD,Insurance,N. America,United States,
001C000001PSpJDIA1,Other,N. America,United States,
001C000001PccA2IAJ,Other,N. America,United States,
001C000001QBB1pIAH,Banks & lenders-Other,N. America,United States,
001C000001QITLgIAP,Other,N. America,United States,
001C000001QqV7VIAV,Other,N. America,United States,
001C000001Qrl5xIAB,eCommerce-Physical goods,N. America,United States,
001C000001QtDlxIAF,Other,N. America,United States,
001C000000vt0o5IAA,Banks & lenders-Other,N. America,United States,
001C000000vt0oNIAQ,eCommerce-Physical goods,N. America,United States,
001C000000vt0p3IAA,Other,N. America,United States,
0013c00001tx1XoAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx1YDAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx1YqAAI,eCommerce-Physical goods,N. America,United States,
001C000000vt0r9IAA,Banks & lenders-Other,N. America,United States,
0013c00001tx1a1AAA,eCommerce-Physical goods,N. America,United States,
001C000000vt0sqIAA,eCommerce-Physical goods,N. America,United States,
001C000000vt0uBIAQ,Banks & lenders-Other,N. America,United States,
001C000000vtlcnIAA,Other,N. America,United States,
0013c00001tx1dwAAA,eCommerce-Physical goods,N. America,United States,
001C000000wORfhIAG,eCommerce-Physical goods,N. America,United States,
001C000000wPqG6IAK,eCommerce-Physical goods,N. America,United States,
001C000000wQMFcIAO,Other,N. America,United States,
0013c00001tx1g8AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1gWAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1hAAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1hIAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1hkAAA,eCommerce-Physical goods,N. America,United States,
001C000001RacAVIAZ,Consumer Marketplaces,N. America,United States,
001C000001Rq8ncIAB,Other,N. America,United States,
001C000001RqUL9IAN,Telephony Technology,N. America,United States,
001C000001RqYiwIAF,Insurance,N. America,United States,
001C000001SBc2VIAT,Other,N. America,United States,
001C000001SBd6BIAT,eCommerce-Physical goods,N. America,United States,
001C000001SBhgpIAD,eCommerce-Physical goods,N. America,United States,
001C000001SCBkZIAX,Other,N. America,United States,
001C000001TWLHfIAP,Other,N. America,United States,
0013c00001tx1iqAAA,eCommerce-Physical goods,N. America,United States,
001C000001UEw5oIAD,eCommerce-Physical goods,N. America,United States,
001C000000wyvQCIAY,Banks & lenders,N. America,United States,
001C000000wyvVBIAY,Banks & lenders,N. America,United States,
0013c00001tx1kWAAQ,eCommerce-Physical goods,N. America,United States,
001C000000wzoXHIAY,Other,N. America,United States,
001C000001UFzFnIAL,eCommerce-Digital goods,N. America,United States,
0013c00001tx1nCAAQ,eCommerce-Physical goods,N. America,United States,
001C000000xFJmGIAW,Banks & lenders,N. America,United States,
0013c00001tx1o2AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tNMGbAAO,eCommerce-Physical goods,EMEA,Sweden,
0013c00001tNMOaAAO,eCommerce-Physical goods,EMEA,Italy,
001C000000snARdIAM,Other,N. America,United States,
001C000000snASFIA2,Other,N. America,United States,
0013c00001ty3pfAAA,eCommerce-Physical goods,EMEA,Turkey,
0013c00001ty3pvAAA,eCommerce-Physical goods,EMEA,France,
001C000000snAU7IAM,Telephony Technology,N. America,United States,
0013c00001ty3rJAAQ,eCommerce-Physical goods,EMEA,Germany,
001C000000snAUVIA2,Banks & lenders-Other,N. America,United States,
001C000000snAVOIA2,Other,N. America,United States,
0013c00001ty3tRAAQ,eCommerce-Physical goods,EMEA,Italy,
0013c00001tNCzIAAW,Banks & lenders-Other,N. America,United States,
0013c00001ty3uuAAA,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3vJAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3vNAAQ,eCommerce-Physical goods,EMEA,Italy,
0013c00001tND0cAAG,Banks & lenders-Other,N. America,United States,
0013c00001tND72AAG,Banks & lenders-Other,N. America,United States,
0013c00001ty3xSAAQ,eCommerce-Physical goods,EMEA,Spain,
0013c00001ty3zbAAA,eCommerce-Physical goods,EMEA,South Africa,
0013c00001ty41bAAA,eCommerce-Physical goods,EMEA,Norway,
0013c00001ty435AAA,eCommerce-Physical goods,EMEA,Germany,
0013c00001ty460AAA,eCommerce-Physical goods,EMEA,Kenya,
0013c00001ty46RAAQ,eCommerce-Physical goods,EMEA,Spain,
001C000001NlncaIAB,eCommerce-Physical goods,N. America,United States,
001C000001OKWGAIA5,Telephony Technology,N. America,United States,
001C000001OrqtlIAB,eCommerce-Physical goods,N. America,United States,
001C000001P26BdIAJ,eCommerce-Physical goods,N. America,United States,
001C000001kHZDPIA4,eCommerce-Marketplaces,N. America,United States,
001C000000snAWmIAM,Other,N. America,United States,
001C000000snAXAIA2,eCommerce-Physical goods,N. America,United States,
001C000000snAXnIAM,Telephony Technology,N. America,United States,
001C000001kjsq2IAA,Other,N. America,United States,
001C000000snG6EIAU,Banks & lenders-Other,N. America,United States,
001C000000snQjPIAU,Banks & lenders-Online Lenders,N. America,United States,
001C000001lAL9zIAG,Other,N. America,United States,
0013c00001tND93AAG,Banks & lenders-Other,N. America,United States,
0013c00001tNDJcAAO,Banks & lenders,N. America,United States,
001C000001P2dfhIAB,Banks & lenders-Other Fintech,N. America,United States,
001C000001P2wwCIAR,Other,N. America,United States,
001C000001P49yRIAR,eCommerce-Physical goods,N. America,United States,
001C000001PMCkaIAH,Telephony Technology,N. America,United States,
001C000001PQctlIAD,Banks & lenders-Other,N. America,United States,
001C000001PQsMKIA1,eCommerce-Physical goods,N. America,Canada,
001C000001PQu6hIAD,Other,N. America,United States,
001C000001PS5ylIAD,Other,N. America,United States,
001C000001m0s9eIAA,Other,N. America,United States,
001C000001PSOkdIAH,eCommerce-Physical goods,N. America,United States,
001C000001o12lPIAQ,Banks & lenders-Other Fintech,N. America,United States,
0013c00001tNDM0AAO,Banks & lenders-Other,N. America,United States,
001C000000uiXPSIA2,eCommerce-Physical goods,N. America,United States,
0013c00001tNDRGAA4,Banks & lenders-Other,N. America,United States,
001C000000ujIOlIAM,Other,N. America,United States,
001C000000ujUtRIAU,Other,N. America,United States,
0013c00001tNDRnAAO,Banks & lenders-Other,N. America,United States,
0013c00001tNDSkAAO,Payments,N. America,United States,
0013c00001tNDV1AAO,Payments,N. America,United States,
001C000000v6QkjIAE,Telephony Technology,N. America,United States,
001C000000vW3nfIAC,Telephony Technology,N. America,United States,
001C000000vWrc3IAC,eCommerce-Physical goods,N. America,United States,
0013c00001tNDWIAA4,Payments,N. America,United States,
0013c00001tNDWXAA4,Payments,N. America,United States,
001C000001PSOkpIAH,eCommerce-Physical goods,N. America,United States,
001C000001PvyYBIAZ,eCommerce-Physical goods,N. America,United States,
001C000001QDNGGIA5,Banks & lenders-Other,N. America,United States,
001C000001QEO9CIAX,Other,N. America,United States,
001C000001QIeSSIA1,Banks & lenders-Online Lenders,N. America,United States,
001C000001Qt6eGIAR,Banks & lenders-Other,N. America,United States,
001C000001QtQjkIAF,eCommerce-Physical goods,N. America,United States,
0013c00001tO9DvAAK,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tOt9xAAC,eCommerce-Physical goods,N. America,United States,
001C000000vrUJ0IAM,Other,N. America,United States,
0013c00001tx1UsAAI,eCommerce-Physical goods,N. America,United States,
001C000000vt0muIAA,Other,N. America,United States,
0013c00001tx1VhAAI,eCommerce-Physical goods,N. America,United States,
001C000000vt0oYIAQ,eCommerce-Physical goods,N. America,United States,
001C000000vt0opIAA,Banks & lenders,N. America,United States,
001C000000vt0q4IAA,Other,N. America,United States,
0013c00001tx1YCAAY,eCommerce-Physical goods,N. America,United States,
001C000000vt0qcIAA,Other,N. America,United States,
0013c00001tx1ZDAAY,eCommerce-Physical goods,N. America,United States,
001C000000vt0ryIAA,Banks & lenders-Other,N. America,United States,
0013c00001tx1aSAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1auAAA,eCommerce-Physical goods,N. America,United States,
001C000000vt0saIAA,Telephony Technology,N. America,United States,
001C000000vt0tZIAQ,Banks & lenders-Other,N. America,United States,
001C000000vt0tdIAA,Banks & lenders,N. America,United States,
001C000000vt0uEIAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1o6AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1oMAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1p4AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1pTAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1pbAAA,eCommerce-Physical goods,N. America,United States,
001C000000yVNrgIAG,eCommerce-Physical goods,N. America,United States,
0013c00001tx1qJAAQ,eCommerce-Physical goods,N. America,United States,
001C000000yVNvAIAW,eCommerce-Physical goods,N. America,United States,
0013c00001tx1sNAAQ,eCommerce-Physical goods,N. America,United States,
001C000000yVNxGIAW,eCommerce-Physical goods,N. America,United States,
0013c00001tx1uTAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1ujAAA,eCommerce-Physical goods,N. America,United States,
001C000000zDq7MIAS,Other,N. America,United States,
001C000000zr6TRIAY,Telephony Technology,N. America,United States,
001C000000zu3YrIAI,Other,N. America,Canada,
001C000000zu3ZMIAY,Other,N. America,United States,
001C00000103BbYIAU,Other,N. America,United States,
001C00000103z8cIAA,eCommerce-Physical goods,N. America,United States,
001C00000106KxbIAE,Other,N. America,United States,
001C00000106PhRIAU,Insurance,N. America,United States,
001C0000010RzBbIAK,Other,N. America,United States,
001C0000010RzBtIAK,Telephony Technology,N. America,United States,
001C0000010RzCRIA0,Other,N. America,United States,
001C0000010RzDOIA0,Other,N. America,United States,
001C0000010RzDYIA0,eCommerce-Physical goods,N. America,United States,
001C0000010RzDjIAK,Other,N. America,United States,
001C0000010RzF4IAK,eCommerce-Physical goods,N. America,Canada,
001C0000010RzGjIAK,Telephony Technology,N. America,United States,
001C0000010RzI8IAK,eCommerce-Physical goods,N. America,United States,
001C0000010RzKkIAK,Other,N. America,United States,
001C0000011SRDAIA4,Other,N. America,Canada,
001C0000012yGUbIAM,eCommerce-Physical goods,N. America,United States,
001C0000012yGUkIAM,Insurance,N. America,United States,
0013c00001tx1wXAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1wfAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1wrAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1yHAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1ynAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1zeAAA,eCommerce-Physical goods,N. America,United States,
001C000001Uun2TIAR,Other,N. America,United States,
001C000001Uv6gDIAR,eCommerce-Physical goods,N. America,United States,
0013c00001tx20QAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx21nAAA,eCommerce-Physical goods,N. America,United States,
001C000001VJq3BIAT,Banks & lenders-Other,N. America,United States,
001C000001VK3CIIA1,Other,N. America,United States,
0013c00001tx237AAA,eCommerce-Physical goods,N. America,United States,
001C000001VKq2yIAD,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tx23pAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx24fAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx24vAAA,eCommerce-Physical goods,N. America,United States,
001C000001VLipuIAD,eCommerce-Physical goods,N. America,United States,
001C000001VMV3MIAX,eCommerce-Physical goods,N. America,United States,
001C000001VMW4CIAX,eCommerce-Physical goods,N. America,United States,
0013c00001tx27XAAQ,eCommerce-Physical goods,N. America,United States,
001C000001Vgk3jIAB,eCommerce-Physical goods,N. America,United States,
0013c00001tx292AAA,eCommerce-Physical goods,N. America,United States,
001C000001VhAKsIAN,eCommerce-Physical goods,N. America,United States,
001C000001Vhg1GIAR,eCommerce-Physical goods,N. America,United States,
0013c00001tx2AuAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2BkAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2BoAAI,eCommerce-Physical goods,N. America,United States,
001C000001Vi9bkIAB,eCommerce-Physical goods,N. America,United States,
001C000001W1WVXIA3,Banks & lenders-Other,N. America,United States,
0013c00001tx2DMAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2DsAAI,eCommerce-Physical goods,N. America,United States,
001C000001WGU8QIAX,eCommerce-Physical goods,N. America,United States,
001C0000013TH4xIAG,Other,N. America,United States,
001C000001WGUcoIAH,eCommerce-Physical goods,N. America,United States,
001C0000013pwV1IAI,Other,N. America,United States,
001C0000013pwVaIAI,Insurance,N. America,United States,
001C000001WGeNxIAL,eCommerce-Physical goods,N. America,United States,
001C000001WGePyIAL,eCommerce-Physical goods,N. America,United States,
001C0000014SbLMIA0,eCommerce-Physical goods,N. America,United States,
0013c00001tx2GPAAY,eCommerce-Physical goods,N. America,United States,
001C0000014SbLaIAK,Other,N. America,United States,
0013c00001tx2H7AAI,eCommerce-Physical goods,N. America,United States,
001C0000014nJO4IAM,Other,N. America,United States,
001C000001WHfb9IAD,eCommerce-Digital goods,N. America,United States,
0013c00001tx2HlAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2IDAAY,eCommerce-Physical goods,N. America,United States,
001C000001WJXALIA5,Banks & lenders,N. America,United States,
001C000001WsQNKIA3,Other,N. America,United States,
001C0000015GHaNIAW,eCommerce-Physical goods,N. America,United States,
0013c00001tx2JhAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2JlAAI,eCommerce-Physical goods,N. America,United States,
001C000000vtLYJIA2,eCommerce-Physical goods,N. America,United States,
0013c00001tx1ctAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1dvAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1eXAAQ,eCommerce-Physical goods,N. America,United States,
001C000000wPXR3IAO,Other,N. America,United States,
0013c00001tx1fLAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1fvAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1gFAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1gdAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1gtAAA,eCommerce-Physical goods,N. America,United States,
001C000001RnBkdIAF,eCommerce-Physical goods,N. America,United States,
001C000001RnBkdIAF,eCommerce-Physical goods,N. America,United States,
001C000001RpEUOIA3,Consumer Marketplaces,N. America,United States,
001C000001SBfuqIAD,eCommerce-Marketplaces,N. America,United States,
001C000001SayRyIAJ,Other,N. America,United States,
001C000001Sl7WvIAJ,Other,N. America,United States,
001C000001TIluPIAT,eCommerce-Physical goods,N. America,United States,
001C000001TWtS0IAL,Banks & lenders-Online Lenders,N. America,United States,
001C000001TXErYIAX,eCommerce-Physical goods,N. America,United States,
001C000001TXWFdIAP,Banks & lenders,N. America,United States,
0013c00001tx1jHAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1jfAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1jvAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1kBAAQ,eCommerce-Physical goods,N. America,United States,
